date,CLOSE,ret
2005-01-05,1183.74,-0.0036277934430368752
2005-01-06,1187.89,0.0035058374305170226
2005-01-07,1186.19,-0.0014311089410635747
2005-01-10,1190.25,0.0034227231725103557
2005-01-11,1182.99,-0.00609955891619407
2005-01-12,1187.7,0.003981436867598331
2005-01-13,1177.45,-0.00863012545255537
2005-01-14,1184.52,0.006004501252707017
2005-01-17,1184.52,0.0
2005-01-18,1195.98,0.009674804984297403
2005-01-19,1184.63,-0.009490125252930581
2005-01-20,1175.41,-0.007783020858833534
2005-01-21,1167.87,-0.006414782926808638
2005-01-24,1163.75,-0.003527789908123191
2005-01-25,1168.41,0.004004296455424328
2005-01-26,1174.07,0.00484418996756264
2005-01-27,1174.55,0.000408834226238719
2005-01-28,1171.36,-0.002715933761866296
2005-01-31,1181.27,0.008460251331785296
2005-02-01,1189.41,0.006890888619875302
2005-02-02,1193.19,0.003178046258228928
2005-02-03,1189.89,-0.002765695320946282
2005-02-04,1203.03,0.011043037591710103
2005-02-16,1210.34,0.006076323948696061
2005-02-17,1200.75,-0.00792339342664039
2005-02-18,1201.59,0.0006995627732666598
2005-02-21,1201.59,0.0
2005-02-22,1184.16,-0.014505779841709643
2005-02-23,1190.8,0.005607350358059593
2005-02-24,1200.2,0.007893852872018936
2005-02-25,1211.37,0.00930678220296599
2005-02-28,1203.6,-0.006414225216077596
2005-03-01,1210.41,0.005658025922233412
2005-03-02,1210.08,-0.00027263489230933136
2005-03-03,1210.47,0.00032229274097583804
2005-03-04,1222.12,0.009624360785480013
2005-03-07,1225.31,0.0026102183091676334
2005-03-08,1219.43,-0.004798785613436496
2005-03-09,1207.01,-0.010185086474828409
2005-03-10,1209.25,0.0018558255523981604
2005-03-11,1200.08,-0.007583212735166489
2005-03-14,1206.83,0.0056246250249982754
2005-03-15,1197.75,-0.007523843457653445
2005-03-16,1188.07,-0.00808182007931546
2005-03-17,1190.21,0.001801240667637538
2005-03-18,1189.65,-0.00047050520496383363
2005-03-21,1183.78,-0.0049342243517002116
2005-03-22,1171.71,-0.010196151311899104
2005-03-23,1172.53,0.0006998318696604944
2005-03-24,1171.42,-0.0009466708740927254
2005-03-25,1171.42,0.0
2005-03-28,1174.28,0.0024414812791311302
2005-03-29,1165.36,-0.007596144020165618
2005-03-30,1181.41,0.0137725681334524
2005-03-31,1180.59,-0.0006940858804311834
2005-04-01,1172.92,-0.006496751624187724
2005-04-04,1176.12,0.0027282338096372705
2005-04-05,1181.39,0.004480835288916296
2005-04-06,1184.07,0.0022685142078398
2005-04-07,1191.14,0.005970930772674077
2005-04-08,1181.2,-0.008344946857632207
2005-04-11,1181.21,8.465966813364645e-06
2005-04-12,1187.76,0.00554516131763183
2005-04-13,1173.79,-0.0117616353472082
2005-04-14,1162.05,-0.010001789076410583
2005-04-15,1142.62,-0.016720450927240726
2005-04-18,1145.98,0.0029406101766118464
2005-04-19,1152.78,0.005933785929946422
2005-04-20,1137.5,-0.01325491420739433
2005-04-21,1159.95,0.019736263736263693
